cliente_id;nome;ultima_compra;canal_origem
b39ef456-bb06-4f80-b023-dc07b9bdd029;Cauã Castro;2024-04-05;3
e1dece74-5577-4d57-84fc-e20b1c4bc682;Luiz Otávio Pimenta;2025-01-30;1
c19d183a-b705-4e44-9073-625278cf07f0;Benício Barros;2024-06-26;3
0ed7efcd-df21-4bf4-9106-201e7d65c35f;Ana Beatriz Silva;2023-07-26;3
6d6a243d-e5c8-4775-90e6-913c367f13a6;Sofia Ribeiro;2024-03-08;2
32b30df1-7f50-48eb-80b3-d7712c51ae58;Lívia Barbosa;2023-06-26;2
3f1b03d7-0792-4cfd-a66b-3858c981d779;João Lucas Costela;2024-03-20;2
c4ea85b8-79bb-4bd7-81cf-794bfe68e736;Milena Aragão;2023-01-03;3
2713b199-2818-4f0f-9f1f-0bbcbf91dece;Marcela Caldeira;2023-09-12;1
60cdb466-d8a3-4e91-bffc-7eb9819ed10f;Ágatha Melo;2024-06-22;3
e8d7facb-160f-4ca2-b188-35277655cb83;Ágatha Peixoto;2023-05-15;3
70f0479c-d9cf-4adc-ae91-477da2cc145b;Clarice Brito;2024-12-21;1
a6e2d2fb-182f-4f12-886c-50fba3b0ee0e;Guilherme Casa Grande;2024-05-11;1
be42390f-a55b-4adc-a520-e937a3895676;Davi Luiz da Rocha;2023-04-02;3
08a37240-a008-4806-9f7b-d3809b497b06;Isabela Brito;2023-03-09;2
5979bd80-72e7-4449-9175-e6138d95e88b;Thomas Gonçalves;2024-06-20;2
4e508201-e22b-4f0d-a6db-4f95f4e53dc0;Samuel Sales;2023-04-22;1
3777a6ec-b12e-405b-8adb-d4a7413ca641;Diego Peixoto;2025-02-06;2
14376bf5-a1f7-4573-ba9f-89e3ab2b9f16;Ana Sophia Rezende;2024-05-20;3
d9b3e2f1-ea31-457d-bcda-13ef92ee935a;Marcelo Novaes;2023-03-05;2
466a1571-7d82-4133-8ce8-f5a2b8013780;Vitor Hugo da Rosa;2023-02-24;2
22f3ed06-0b3a-449e-a835-145066c25495;Vitor Gabriel da Conceição;2023-07-21;1
61ea3763-6f62-4114-98fa-8614995597a9;Pedro Henrique Castro;2023-06-07;3
591453c4-15ca-4218-94b0-4aa07b6aa8c3;Asafe Pereira;2024-01-25;2
a6bc2dc5-9845-42ad-b969-63cd1f12939a;Arthur Miguel Leão;2024-05-05;1
6b48ef85-4387-4cc5-9bee-2a0484df43b5;Henrique Gomes;2023-10-07;3
efad903a-7528-4c4a-b4ec-07e7a73033c4;Olivia Cunha;2023-03-14;3
13f63177-8c7d-4d05-a344-a638b1547f6d;Lucas Gabriel Cavalcanti;2025-03-26;2
77249a86-72f9-483b-a4b6-eb890effe3e6;Pedro Henrique da Cruz;2023-04-12;1
e39b1a52-45ba-437e-96db-5c1200fa9dab;Benício Almeida;2023-05-19;3
31e58e54-fc67-406f-8be4-042e7ea8eef9;Gabrielly Aparecida;2024-06-18;1
1ef75ac7-80bb-450b-ad14-0a28e583f87e;Leandro Vieira;2024-10-29;1
40976f0b-da62-484a-ac83-8c8d086de8aa;Marcos Vinicius Ramos;2024-05-25;3
66fe4e55-96fe-4b5c-8bf6-5f8ef98eb2ef;Luana Araújo;2023-09-26;3
dc266716-dab8-457e-ae07-132387d62610;Pedro Sampaio;2023-04-17;3
2068e2d9-d2b7-4d4f-a91d-d11cf54105da;Brayan Cavalcanti;2023-03-14;3
43bc72e3-61e4-433c-ae40-7aa705cef2eb;Emilly Dias;2025-03-03;2
85e2322b-910c-4a04-98a4-df32c7bd917f;Natália da Paz;2023-10-08;2
c1432a09-6f0e-4e86-a585-50d4ebeb15cb;Bento Silva;2024-08-07;2
cdf1bad4-a941-45c3-8433-593782310b5a;Eloá Nascimento;2024-01-18;1
7276b20e-c941-41a7-82b8-764b3662cf05;Maitê Peixoto;2024-04-24;1
8a239d6a-85c3-4894-b323-377b7608077d;Carlos Eduardo Moraes;2023-07-05;3
4c1fee7c-8804-4086-9e04-2a47acb062a4;Ana Clara Borges;2024-09-23;1
e8fd363c-04a6-4bef-8a10-e7554143786e;Théo Dias;2023-06-08;2
799d6404-ea25-4ddf-92bc-ea45f72275be;Raquel Araújo;2023-05-26;3
619d18e6-aed3-4879-818a-e020504f5278;Vinicius Guerra;2024-07-23;2
874aca35-b7b1-49cb-9b8d-861fe1fe0d8e;Melissa Cassiano;2024-08-15;3
b13d293b-cd06-4abd-adf0-ed0a124107de;Amanda Lima;2023-08-03;1
b6720856-93eb-4a45-b87e-a13039a885bb;Vitor Aragão;2025-03-23;3
d172038c-5440-4792-a4f2-de6242f1e2ba;Manuela Martins;2025-03-16;2
b5f60830-8cbe-4d8e-8b5e-f42ffaed5644;Ana Vitória Albuquerque;2023-09-18;1
644abf32-fe12-4fb4-97e2-50f49a789ce4;Maya Pires;2023-03-30;2
a209c525-41d1-4a2f-a8b5-e38ddbeea034;Dante Almeida;2025-03-30;2
f6ad5014-64be-4e19-902e-8bd25f99194f;Henry Gabriel Cardoso;2024-05-13;2
2c85a46c-ae6b-47cf-b17b-4931e966c5b1;Esther Almeida;2023-03-15;1
bc29126c-1dee-4d06-b9d5-c8ec02be1f27;Cauê da Costa;2024-07-20;1
8e90e4e9-4373-4d22-b551-ab76bfa003ca;João Guilherme Santos;2023-02-18;2
7440194b-cc27-451e-9f18-88b738c5add1;João Vitor Costela;2023-09-03;3
a09c8f37-53c5-4f37-b1a8-65a793af574a;Maya Mendonça;2025-03-03;3
d9675705-7208-4c43-a56e-8971f88387ae;Manuela Cavalcante;2024-09-06;1
df916cc2-3a64-410f-a4f6-5713b302d347;Carolina Montenegro;2023-07-20;1
d36cde7d-5f0c-46e2-97bf-5b8777bbed94;Hellena Barbosa;2023-08-06;3
faf43095-c612-4880-9926-2a8bf224601e;Luiz Miguel Duarte;2024-04-27;3
eca5448a-1501-4b5c-ba8f-6e9b44ea98e3;Luiz Fernando Sá;2025-03-02;3
43e1b60e-7283-4cd7-8eaa-938278b23693;Melissa das Neves;2023-04-29;1
57f3f8c1-9bde-4c3d-b895-ce2239b6ff29;João Guilherme Silveira;2023-04-27;2
4d640c8b-9324-46b8-a990-0dec3d860e67;Sara Fernandes;2024-04-22;3
ee5d320e-7d1b-44c8-a123-05d9b58c612b;Isabel da Cunha;2024-03-09;3
689303f2-9bac-4f00-8787-8e7bda8f1b06;Maria Sousa;2023-06-13;3
7e887e98-07ba-4c4a-af62-a7545cca2818;Felipe da Mata;2023-06-26;3
0012d327-3296-4a38-9e0c-7ac977175843;Vitor Siqueira;2024-04-07;1
d319935c-7170-4d16-86c6-1841c198a4e6;Anthony Melo;2024-07-26;3
682133bb-0adb-45e9-b7ea-1de22a976c23;Igor Rios;2024-03-02;1
823aa63e-f2ea-4c50-9d2f-f43d73d3e8db;Alice das Neves;2025-03-23;2
ef787e3e-f0f6-4bcf-884e-53323eb9299b;Kevin Machado;2024-02-11;2
419e67ce-18b5-4b75-82da-dc1e20b398bb;Matteo Porto;2023-06-22;3
85ad544a-36ad-49d7-a089-02df2b3615de;Ana Lívia Pires;2023-09-02;1
4ebad911-d8e2-476a-b66e-813f1bbf8b48;Vicente Santos;2023-11-18;1
904a6239-025f-4af7-8b3b-be906c7bb20b;Ryan Azevedo;2024-08-27;1
d471f02a-d7bc-47c6-bad7-42cca5ffa2c8;Asafe Câmara;2024-05-16;2
e1bbe31f-c79e-4fd0-9a45-344d55c23b36;Lavínia Camargo;2023-09-23;3
63710295-fb97-4ecf-9a27-34f2ec018adc;Ana Vitória Vieira;2024-01-29;2
5a37e13c-f994-4ff4-a6a7-793f3bbfb71d;Arthur Miguel Guerra;2023-11-15;3
3fd624d6-473d-49cd-bfa0-a6585c732ab8;Gael Fonseca;2024-02-25;1
eb89f6a4-a9e1-412a-9932-c476127a673b;Eduardo Vieira;2023-07-15;1
926155f9-0c84-4574-9edb-dd7712f3ea26;Sophie Costela;2023-06-30;3
6e828335-f7a8-480a-876a-20e66dca0737;Cecilia Correia;2024-04-21;2
9713aff7-0482-437e-93ad-853241589a5c;Eloah Barbosa;2025-02-17;2
313cb4a4-b820-4f1b-a270-dca565c8d3b2;Benício Moreira;2024-02-03;3
5f6a885b-84ae-4d0a-ad63-148dd6672a44;Mariane Porto;2023-02-20;1
59f7ad1f-1f6f-4ddb-95ff-b69dd1ee5244;Ágatha Araújo;2023-11-20;2
220275ee-f645-4bf8-b937-90d6af380872;Clara da Rocha;2024-12-25;1
f9ad75ba-4072-4e1e-bfba-aeee4174f24c;José Pedro Barros;2025-03-17;3
dfee5a73-70b5-4b40-a9c0-e59984f5341b;Aurora Gomes;2025-03-10;3
1773ee4d-11fa-442c-b505-2d9fcf00fde2;Clara Freitas;2023-07-17;2
c042e328-82c5-4161-82b6-b2ba19bef777;Lorenzo Macedo;2023-11-27;1
2514fa2a-4bde-4562-90d3-3055541866e2;Miguel Pimenta;2023-01-19;3
a1385aa1-83c6-47f8-9126-4fde82339b2e;Ana Sophia Souza;2024-10-22;1
3f8f08e5-05b7-4b95-b101-ac8a04bb8a8c;Sofia Andrade;2024-06-19;2
b3b120cc-14d4-4e5b-83d1-82992f6904ee;João Vitor Alves;2024-08-17;1
7d2dc4af-af94-4d5b-821c-9ae8acc5cc1b;Olívia Novais;2023-06-01;2
df572ec0-b988-41fd-9104-6fd2b4b684d5;Enrico Melo;2024-04-27;3
e03dd9ef-9fcd-4239-9432-c93c73b53c39;Enzo Guerra;2023-03-17;1
5ef45548-4c33-4c8d-9bf7-a3ec2b6bc449;Stella Vasconcelos;2025-03-09;3
fc91c0c1-310f-4273-91bd-2e6d5a01f199;Rebeca da Cunha;2024-07-03;3
535ed9e4-05f3-4200-83d4-91701d01a189;Levi da Conceição;2024-08-16;1
bc6a857b-040f-4227-b507-e310a7f24720;Danilo Dias;2024-12-26;2
74467db6-2ad9-4cb9-afe3-6311ded8005c;Caio Câmara;2023-12-09;2
bdc940a5-12d8-4793-a19d-9974ca66d5c3;Noah Araújo;2024-07-28;3
688b9065-1b94-45e3-ade7-c8e528222207;Breno Cirino;2023-06-21;2
e783a600-04c6-470b-ba0d-6ba9f3b80027;José Pedro Rocha;2023-07-09;3
f08a0319-449b-4ec7-b6b0-439052f4a3ee;Vinicius Marques;2024-05-11;3
fe6b47f8-ec5f-43ac-9243-60bb90904d26;Natália da Costa;2024-06-26;3
f934a664-8f86-4c26-b929-640943e5721b;Pietro Monteiro;2023-05-16;1
59bccba5-ba20-4ccb-917e-852d1c35881a;Lucca Costela;2025-03-04;1
e30a44dc-a19b-4e8e-bc8e-ba2fab5a886a;Zoe Santos;2024-11-21;3
59bfbb7a-3726-49d4-8545-888d8d66c767;Leandro Barros;2025-02-10;1
4e695ece-5745-4a4c-89df-b227cbbfa909;Enzo Pastor;2024-10-02;1
3e7da506-8d05-4737-a190-bed5d523e5ae;Lunna Pires;2023-05-20;2
fe184d35-df56-4451-b4c7-fc7f3e28d1ad;Aylla Cardoso;2025-01-02;2
9e3f9efc-27c8-4dc2-9d9b-1a6021ef8df4;Ana Clara Ramos;2025-02-21;1
d663d6e5-156f-479b-8392-fe9020e2477a;Benjamin Rocha;2024-04-04;3
9d6d8cf7-4eb6-4e22-befe-9a2a3aadc604;Antônio Sales;2024-06-06;2
0b247dbb-8a4f-4d6a-ba46-da39339455fa;Isaac Barbosa;2023-05-18;3
4f891779-cce3-4172-9c59-239c861b9d02;Juliana Vasconcelos;2024-09-26;3
9bc17fe6-81ef-41d7-ae5a-2d1752234819;Joaquim Barros;2025-02-11;1
6f057300-517e-429f-b787-2150313fbec7;Davi Lucca Rezende;2024-03-25;3
2ec5850c-5f3a-43c4-b3b5-e87740f4cfce;Vicente Cunha;2025-03-28;1
e2370e05-a23f-43d8-835e-badea20cc4de;Davi Luiz Fernandes;2024-03-19;2
73299682-aa9a-4cad-a95a-d296d1527ab6;Henrique Ferreira;2023-04-24;3
c5f53ec4-047f-4df4-8961-b6370c3f7d0b;Ana Vitória Fonseca;2023-09-09;3
6d32ac83-39e1-48e9-8903-371143b7f201;Lucas Gabriel Carvalho;2024-02-08;3
e372d1bf-fcd3-4883-a385-beaba61ef253;Fernando Gonçalves;2023-06-05;3
ac954385-0f5f-41d8-8129-c1915da6ea93;Carlos Eduardo Monteiro;2023-07-08;1
e41d7436-7069-49a2-a70a-14166d04a2ab;Matteo Silveira;2023-03-16;3
702a540a-1f41-4540-b78d-a63d9db9e825;Raul Lopes;2024-09-02;3
512b2f75-8351-49b4-972e-02c319a2cd66;Kevin da Paz;2023-07-25;3
8a79398f-6dd8-4a53-bbe3-e460dc4c3b30;Mirella Cirino;2024-05-04;2
61cad5c7-d002-4836-99aa-bc2342db7747;José Machado;2023-03-20;3
2d19d858-c7d3-44e9-815c-eb8cc51d05ec;Benício Pimenta;2025-02-27;1
3a677417-b057-4241-83ea-b4843f66b220;Lavínia da Mata;2024-12-02;3
828d5432-e830-463d-8c12-9acc6801c181;Erick Viana;2025-01-30;3
04dc5f42-937c-425a-b4ec-d4897a5cef1c;Liz Cirino;2023-11-27;2
a713f542-b59e-4a82-8c5e-30759c91493c;Gabriela Mendes;2024-09-06;3
3f0f2c20-f57e-48d9-b39d-3569a240ad28;Francisco da Paz;2024-03-06;2
83cbe375-943a-485d-8f67-c7b458f1bf0d;Diogo Borges;2024-06-03;1
3bf4422f-c4ba-4b15-a482-b123288073f1;João Pereira;2023-06-16;2
4563a6e3-df63-4259-8f1c-ee580161f78a;Stella Fernandes;2024-03-10;3
12980d46-21b8-4f88-910b-9cd532744bad;Kaique Fernandes;2024-02-23;3
ce7e9784-d5ad-4f51-b92e-d8f697fdffb3;João Cardoso;2023-09-27;2
4ec69762-8b64-4ed1-85f7-4cdd27af45f3;Emanuel Oliveira;2024-03-28;3
c2573068-2be1-4121-8cca-228231f3e3bd;Ryan Rodrigues;2023-08-04;1
487e31cd-9565-4220-8679-bc7cc5f4fdf6;Dante Cirino;2024-10-14;3
8dbb0fdf-ab91-43bc-af73-ab0d584f6dd6;Maria Rodrigues;2023-08-29;3
45c2ec36-9060-48c3-a56f-78fc590161f2;Maria Julia Nogueira;2024-09-28;1
9b5ee87a-5064-4f13-ab8b-7a64ce6e07e9;Dante Pires;2025-03-17;3
5782f3f1-7d61-490b-a3e8-5c630ae4359a;Eduardo Fonseca;2024-04-19;1
689957c4-c327-4f88-a399-6eab05d6e60e;Luana da Costa;2024-06-05;1
1122089f-0919-412e-92c0-804fc05e248e;Heloísa Pinto;2023-07-28;3
47590c9f-6eb2-40dc-b759-780f97ef7114;Benjamim Pinto;2023-12-23;3
fdaf67cb-91a0-446e-997a-58d94aba192f;Benicio das Neves;2024-04-12;3
4063997c-37fe-4b2f-a236-294d46fea4e6;Liam Castro;2024-02-17;3
cda4e06d-b40d-4655-b75c-6efb4865e196;Enrico Garcia;2025-01-09;2
900957bf-da59-4b99-8650-4b14be57189c;Diogo da Luz;2024-10-21;3
ca7404f8-9fe3-4324-a8df-b3d788c06791;Zoe Jesus;2023-07-02;3
beffecd0-7e81-4a3d-ad61-d90daa0cf713;Daniela Moraes;2023-09-26;3
8c5ab21c-3066-4bfe-aa69-c0e779f11bed;Anthony Gabriel Nascimento;2024-05-23;1
71041f7b-2315-42d5-8986-b29ad2176a42;Maria Clara Vasconcelos;2025-02-24;3
b0c63991-691a-418c-b6a4-5aac288588e7;Thales da Conceição;2024-06-19;1
34f807f1-85e8-44e6-9da9-a463795cf176;Maria Luísa Pimenta;2023-08-09;2
06a36b9e-4bc9-413b-86d6-62c3c3d0d57f;Julia Aparecida;2023-10-01;3
ca71977b-3e6b-4efb-922e-f3e983752f1d;João Pedro Cassiano;2023-03-17;1
e7e95c49-4329-4a54-af38-ddf5716045c9;João Guilherme Montenegro;2023-06-06;2
134dffab-788f-444b-993f-643fde1036c4;Juan Rios;2025-02-21;2
55f8976d-95d4-4f26-9909-cf146f06defb;Bruno Machado;2023-10-20;2
667fc419-45fa-43d3-9f44-347963f9ca5c;Esther Aragão;2023-09-19;3
448452bb-1166-4335-8350-dd6954f9c825;João Vitor Câmara;2023-06-27;3
6ba7c9b4-b621-4be8-b4ea-6097d70c192e;Yago Ferreira;2024-06-28;1
b6ec95da-23ee-4926-b0a1-83c14805f562;Helena Viana;2023-02-05;3
2b70494f-b22f-40e2-9c6f-23fd9c0e5e49;Arthur Miguel Casa Grande;2024-05-16;2
70215846-21b0-4023-823e-77384d5c1915;Henry da Cunha;2023-09-10;3
03a2561e-9582-4567-8972-4f62408f9fad;Anthony da Conceição;2024-11-13;2
81e9b409-5cb6-4412-9e1a-e34192a66790;Caroline Gomes;2023-08-31;1
bea7f6f4-17dc-4ab3-bf30-80dbfbdc5eab;Dom Pinto;2023-03-06;1
c353ddc1-12dc-4d84-b9ea-62a4d81ca6be;Luiz Henrique da Mata;2023-10-16;2
f4336048-ae46-420f-8048-102829aeb9e4;Lucca Caldeira;2025-03-10;2
739c59c0-132f-4c20-956c-3ff7ddf8717a;Ravi Souza;2024-08-21;3
e61dd609-c877-4959-889f-0b41f2c042fb;Maria Vitória Machado;2023-06-24;3
6427fd8c-90ee-4f04-b74c-49899ab7749e;Anna Liz Pimenta;2024-05-28;2
8dd9316c-31bf-4417-9019-f01bf537d198;Miguel da Luz;2024-02-07;2
d446aa82-48e4-41a2-b757-f0ed9d71c946;Luiz Felipe Jesus;2023-02-25;2
86663ab5-96b0-464d-9b40-122d6c99809c;Lucas Rodrigues;2023-07-26;2
de2fe61b-8968-4c19-b981-11d38de14f9d;João Lucas Porto;2024-05-18;1
45fdee1f-651c-4f41-aee7-e0e15dd02912;Elisa Cirino;2024-11-28;2
abd8978f-7623-481c-a08f-252aa5210720;Leandro Pereira;2023-12-03;1
115cf676-544d-4282-bd73-93dcf6853cf8;Diogo Barros;2023-06-01;2
c4efe5b3-571b-47ac-aac9-23722fef92aa;Benicio Ramos;2024-03-17;3
da1f2d20-3e88-43f0-b069-55e4c6cd703b;Ravy Freitas;2024-06-08;3
bc686d85-5467-4f29-9b44-7d86437f57a6;Francisco Pinto;2025-03-01;3
c29f905a-162d-4cce-b5ee-b2697f86d5b0;Vicente Novaes;2024-12-13;2
9f37edf6-3e1d-4f5e-b0b5-5592d5d3f143;Sofia Macedo;2025-03-08;3
a6983994-f0f1-402f-a923-71d93105ecb2;João Vitor Barros;2025-02-25;3
f50f8740-68ec-4da2-9143-8e9a4f717e0b;Laura da Mata;2023-06-09;1
078ece5e-fd08-48d3-82d4-3fd28d956a91;Cecília Sá;2023-11-19;2
0a047067-bfeb-4727-948b-c0ad5d17536e;João Casa Grande;2023-10-23;2
f36c95ee-b4d7-45e8-ac2e-b2be226d6bae;Guilherme Fogaça;2024-03-28;2
c94d5fea-4c7f-4215-b89f-ba0f47ae0573;Lara Sá;2024-04-23;2
f98c5cc7-8b03-4df8-b5cc-f71a9e768aec;Jade Caldeira;2024-10-06;2
b13919f1-be5b-4579-8d7b-9097447e8f48;Bryan Vargas;2024-08-26;2
24217abb-9e39-4ebe-920a-3b7b635c3bf8;Benício Freitas;2024-07-16;1
2d433553-2e22-4098-9c7e-7ac9670afe72;Melina Caldeira;2024-10-21;2
bd70ced4-54a5-424a-ad29-ec956d634d3f;Isabelly Correia;2023-10-22;3
f63d2196-5d9b-4ae7-a15b-b539061b1baa;Maria Alice das Neves;2024-04-05;3
2755da85-4bd0-40ef-9d79-be74cbc14331;Lorenzo Gonçalves;2023-06-19;1
6a29d36a-ea51-4cff-bfa2-900cccf34dc6;Luiza da Conceição;2023-03-22;3
f3bec651-a561-43b8-9f35-3d900d3a6614;Renan Marques;2024-03-26;3
ac199150-b3ce-44ba-a2a7-fc9d07dc9219;Arthur Aparecida;2024-12-20;1
a9d88a3e-d1b6-4949-88ed-f023af31eb73;Maria Cecília Moreira;2024-10-23;2
fc479028-887a-4fea-bb2d-f4675dae9b33;Erick Cirino;2023-11-03;2
8a06a229-5324-474c-8db7-aa8d66129ab1;Mateus Correia;2024-05-02;3
352a1347-4ff4-40d4-be3f-ebd45f674d31;Ana Júlia Correia;2023-01-15;1
13696a58-9a54-449b-b773-5e015de91449;Ana Clara Guerra;2024-04-24;1
7d7f9933-20a1-4f02-8ebb-2ffbcdcf9131;Brenda das Neves;2025-01-21;1
e207de85-8d6a-4a55-95e0-dd902e790e42;Cauê Rocha;2023-12-10;2
135f4d17-ade7-47ad-a744-2136bcc5898f;Marcela Abreu;2023-05-11;1
de414224-b230-4b3f-aead-cd8e416a0b0b;Laís Rocha;2023-11-22;2
873a1e59-3a70-49bc-96bd-7c3c5ac2a341;Hellena Campos;2024-10-08;1
5453bb5c-5471-4b30-9bcb-cd3173971a57;Gael Henrique Moraes;2024-07-26;1
6107c484-ef4c-4d47-b08e-d4da35f14de0;Matheus Garcia;2024-10-05;1
5c6a43e4-547c-425a-a90e-7c2e38ddf483;Enzo Gabriel Nunes;2023-07-30;2
25f5a1fa-8eaf-4dc1-9fe1-ee7a51133d2e;Emanuelly Siqueira;2024-08-22;2
d1cd893b-9fe9-405e-9ae0-428a80b5f476;Lucas Santos;2024-03-04;1
54e14c19-8155-4f9f-b020-8bf3e4e7a3ef;Cecília Dias;2024-11-11;3
0b896243-972b-49a2-86ad-068b93232bdf;Laís Monteiro;2024-08-14;3
21d149d4-7733-429f-a1b9-a8c97ba54342;Lucas Gabriel Silva;2023-09-09;1
6c147ef1-b7ab-42a7-a838-f94febab07e6;Amanda Melo;2024-10-19;1
5c40d28a-b70d-4123-bcc0-384906595d9e;Theodoro Barbosa;2024-07-08;1
9af6e13c-02f1-4332-960a-93c3a05b7408;Davi Luiz Rocha;2024-04-16;1
6603a6e4-a09e-4db7-8c41-8b74a8e666ca;Diogo Carvalho;2024-08-26;3
25b68a26-c671-4637-9df6-fa6f80b64fef;Ana Júlia Oliveira;2024-03-23;3
0624e541-ae87-403b-821d-559ee4fe6103;Alícia Borges;2024-10-19;3
8fdaaa04-bc02-4790-9d1e-629d1d05f160;Pietro Duarte;2024-06-01;3
62b1c6b7-edac-44ce-8dac-f824f78dbac0;Matteo Costa;2023-08-13;1
cb5c32ad-58ba-4222-b56d-9ae392068466;Maria Eduarda Rocha;2025-02-14;2
67e5a4ef-3ea1-4d06-b3ac-437172140461;Leonardo Rezende;2023-02-19;1
c1765066-eab1-403b-a056-dcfa8642f1c8;Kaique Câmara;2024-06-11;3
64398df5-d923-400d-9653-cd266b5c0327;Hellena Farias;2023-09-27;1
53212815-418b-4802-9bdd-e0c1cb6c98a8;Maria Vitória Montenegro;2025-01-11;2
128934ce-b96b-4383-930a-954efc3b6b9e;Catarina Aragão;2024-04-05;1
6fbbade3-b35f-467d-9e9c-fbcbb5df5782;Maria Pires;2024-03-20;1
5cf361a8-ff70-40d2-8702-4f638cb529fb;Cauã da Costa;2023-01-13;2
5bd5eb3b-24ef-4c61-93c8-c8acc4227218;Kamilly Albuquerque;2025-02-26;3
ed334184-880a-4634-8854-a4673143c4d6;Francisco Aparecida;2024-10-23;1
e0c85bd5-444f-4f2a-9396-07b649596274;Davi Miguel Rios;2024-04-28;2
b514b86f-2cc9-4254-bdbe-bad262a28c6c;Luiz Miguel Sousa;2023-08-19;3
fb96825b-defd-47b1-bff5-0ab3bfaa3551;Ana Vitória Sá;2023-08-01;3
ea62052e-5412-4e79-bc0f-ccc88b7fb19d;José Miguel Mendonça;2024-04-16;3
963d5caa-f343-4625-a7a4-555ccf56f203;Ana Júlia Cassiano;2024-08-18;1
4f6d1138-baf4-420e-926f-6d94ac50dd3d;Igor Macedo;2023-09-06;1
e9d8bdee-a8bf-4f94-b67d-0ffb20d9ada1;Gustavo Ramos;2024-07-18;1
8e212ceb-4c0a-44ab-902e-4f301359025e;Gabrielly Moraes;2025-02-08;1
6ac18363-4e27-4f3a-983e-28a7fe816ed2;Ravi Lucca Jesus;2024-08-10;1
209ef5dc-502a-42b6-88e7-f0dd0e2d1a53;Antônio Vieira;2023-08-10;1
2d6e0eed-b517-4d65-8467-735374f3db92;Marcos Vinicius Moreira;2024-07-13;1
8dfa5c5b-5d4f-4efb-8f55-c2f2cfe52237;Cecilia Ramos;2024-04-09;2
4e192f3e-c86f-4610-9c6e-de9218bd1a49;Clara Guerra;2025-03-25;1
f53dde97-7511-44e7-9f26-6543f281cab2;Yasmin Fernandes;2024-01-26;3
0ad2c2fa-4f07-4956-bbb6-9f2b60f2862b;Bárbara Moura;2023-02-25;2
906e400f-e7a3-4dd0-8ed6-d47638bc65b6;Matteo Rezende;2024-01-25;2
